estimator,degree,scale,train_curve,train_label,tau,kappa,raw_kappa,total_drop,max_drop,drop_eff_steps,feature_max,feature_mean,feature_peak_to_mean,feature_l2,corr,r2,positive_overlap,phi_norm,projection_dot,amp_raw,resid_std,resid_robust_scale,smooth_id_weight,orth_feature_l2,orth_projection_dot,orth_raw_kappa,orth_feature_retention,orth_corr,orth_resid_scale
current_smooth_cap,1,25,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.03,0.030966518761166042,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.020460631823060987,19.549738417616393,0.43334458822817123,0.630122474579084,0.3399336845553441,1.0,0.6582891372551816,0.013419173321417437,0.020384922919084385,0.0028371434424280502,0.002419133433035098,0.9961051643574522,0.3932061255012538,0.010705369892808222,0.027225847204595716,0.9073751840514894,0.6825337619256046,0.002136362907593865
current_smooth_cap,1,100,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.018176969548648343,0.01824804267566827,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.017832874856520412,22.4304832069039,0.433344588295799,0.5677353309044975,0.30318795197160264,0.983920539872176,0.6582891373065478,0.007907690540491638,0.012012488270498736,0.0018185629731887422,0.0016775796996113938,0.9961051643574522,0.398009338773304,0.006687692865671116,0.016802854139762423,0.9184592343440658,0.5752302333069258,0.0014208151093458828
current_smooth_cap,1,400,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.024969897457568967,0.025067531372228207,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.017832874856520412,22.4304832069039,0.433344588295799,0.6135896551001625,0.06569648964623309,0.9745164439064753,0.6582891373065478,0.010862879062090259,0.01650168360142893,0.0033252566833045887,0.0014712257020655672,0.9961051643574522,0.398009338773304,0.013457162801710902,0.033811173484488914,0.9184592343440658,0.6144426769436897,0.0015198920212759212
eb_q75,1,25,cosine_72000.csv,Cosine,0.030898198785299612,0.004000473199206422,0.4814157232423704,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193750734399514,0.01136141324156027,1.865415004611606,0.09507465016576863,-0.038338926020639534,-1.723657766871502,1.0,0.30834177492803116,0.04577043147156886,0.14844057858281434,0.00295752667238241,0.0033523329863594025,8.414274335231301e-05,0.004346751313776964,0.0020651594821545142,0.47510412560502874,0.04571935112249301,0.46840680412403535,0.0033862990563067086
eb_q75,1,100,cosine_72000.csv,Cosine,0.030898198785299612,0.004452938456810804,0.5358652541815775,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193750734399514,0.01136141324156027,1.865415004611606,0.09507465016576863,0.42486160576900356,-0.16542168679991298,0.999987037612911,0.30834177492803116,0.05094720157730417,0.16522964359660816,0.0038620886323853807,0.005447659472037359,8.414274335231301e-05,0.004346751313776964,0.0033336682243974266,0.7669332758539497,0.04571935112249301,0.5729106545194135,0.005126716649481007
eb_q75,1,400,cosine_72000.csv,Cosine,0.030898198785299612,0.002845347927568272,0.3423761046470629,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193824707322208,0.011363254984441705,1.8651191701972967,0.09508274050125376,0.5519162762632617,0.26323285722447143,0.9545670409774167,0.30835489375272407,0.03255405831198679,0.10557334737191665,0.006097469982571264,0.00695246595891458,8.414356205870405e-05,0.004370677970576771,0.00460514749483391,1.0536460306239854,0.045967101363881484,0.528862418808836,0.006467963282035765
eb_q75,1,25,wsd_20000_24000.csv,WSD sharp,0.07351091520805572,0.03,0.04769636075258369,0.8999424188010638,0.0005754806207201073,2842.3242127574717,0.19020175165830108,0.03115714868201178,6.104594281058583,0.9438286145394619,0.7998285798301223,0.4716764687439958,1.0,0.9715084222689281,0.04501719008768543,0.046337416182712206,0.003323870938767359,0.0015772934021270055,0.8876272844795522,0.43192582795134976,0.010924706225490643,0.02529301449118517,0.45763163067704465,0.6016673382652689,0.0023390129594739063
eb_q75,1,100,wsd_20000_24000.csv,WSD sharp,0.07351091520805572,0.03,0.07542027714846399,0.8999424188010638,0.0005754806207201073,2842.3242127574717,0.19020175165830108,0.030974943134163758,6.140503659182457,0.9438286145394619,0.9645067924639876,0.8341842773155973,1.0,0.9715084222689281,0.071183815689217,0.07327143445958952,0.004656444054153262,0.0012062006480936325,0.8876272844795522,0.4384022922436539,0.02712974086279213,0.061883209423809406,0.46449353779930785,0.9360821227133458,0.003361413337419274
eb_q75,1,400,wsd_20000_24000.csv,WSD sharp,0.07351091520805572,0.03,0.10121370162592605,0.8999424188010638,0.0005754806207201073,2842.3242127574717,0.19021940771026472,0.031238178436595314,6.089324577499179,0.9529421754440708,0.9630825252534042,0.8864955854076416,1.0,0.9761875718549539,0.09645080501215705,0.09880355762866455,0.007813071286942936,0.001953267821735734,0.8876316940905121,0.43891145615710875,0.04793304469329137,0.10920891678920701,0.4605856131329019,0.934979763039684,0.005729260010641329
eb_q75,1,25,wsdld_20000_24000.csv,WSD linear,0.07506249912819138,0.03,0.0510121945505036,0.899775,0.0002250000000002901,3999.000000000001,0.24895816290543804,0.022420587773571067,11.103998049458134,0.5721837247862505,0.7421776614409937,0.31811865147097595,1.0,0.7564282681036256,0.029188347487428018,0.038587065976002644,0.002939418314843967,0.001547371771584771,0.7652294183995945,0.2927070704745747,0.0072672532376658085,0.024827733836026555,0.5115613356250577,0.5254334153626413,0.002005742468467004
eb_q75,1,100,wsdld_20000_24000.csv,WSD linear,0.07506249912819138,0.03,0.07879446245039477,0.899775,0.0002250000000002901,3999.000000000001,0.24895816290543804,0.02228947322518761,11.169315685043184,0.5721837247862505,0.9575628569010615,0.75809798956189,1.0,0.7564282681036256,0.04508490901739723,0.05960235876750827,0.003785289883168282,0.0012062006480936325,0.7652294183995945,0.29622496464417947,0.018459247900471952,0.062314963638006995,0.5177095254759992,0.9299104417726377,0.0024621074764939357
eb_q75,1,400,wsdld_20000_24000.csv,WSD linear,0.07506249912819138,0.03,0.1016427946242594,0.899775,0.0002250000000002901,3999.000000000001,0.25331762618423714,0.022663865639948686,11.177158839916714,0.5890891345460179,0.9545284127726327,0.8540846239539963,0.9999883258396075,0.7675214228580319,0.05987666591804361,0.07801302235327828,0.006381838618732896,0.001595459654683224,0.7655415869579296,0.30348158816958937,0.03325948076955259,0.10959307604178864,0.5151709145059479,0.9252860693250543,0.004438432136436074
eb_q75,1,25,wsdcon_3.csv,WSD-con 3e-5,0.02145866287055983,0.017558684606586574,0.017559440308880722,0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999,0.21316602486886502,4.22206118706609,10.70275226864739,0.8694804302664776,0.7094428624214087,0.9774041637917499,3.271506116247896,0.18793433960205158,0.05744581636839312,0.0062155954412196745,0.004347085353796467,0.9996571526506726,4.985555652352161,0.12141550035711314,0.0243534540226885,0.46581996174543183,0.9097692268597586,0.003738520979143609
eb_q75,1,100,wsdcon_3.csv,WSD-con 3e-5,0.02145866287055983,0.021316156418777682,0.021317059698654564,0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999,0.1996725552957689,4.507379587880052,10.870281704891909,0.7749996484485983,0.5342233780131613,0.9243752052645625,3.297011025897837,0.23172244404437334,0.07028258086618652,0.008520945213934152,0.004449574768546803,0.9996571526506726,5.968479796963865,0.19414965549270707,0.0325291635554283,0.5490639487546946,0.9283057061674711,0.00383683200730102
eb_q75,1,400,wsdcon_3.csv,WSD-con 3e-5,0.02145866287055983,0.03,0.036467051200031186,0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999,0.1996725552957689,4.507379587880052,10.870281704891909,0.8828684614369372,0.6973814731498871,0.9716350750803335,3.297011025897837,0.39640711949105556,0.12023226988848378,0.012714352258836817,0.005726123466806759,0.9996571526506726,5.968479796963865,0.2978964426069893,0.049911611120561666,0.5490639487546946,0.918697992830353,0.0058543125623353905
eb_q75,1,25,wsdcon_9.csv,WSD-con 9e-5,0.02145866287055983,0.01613263055895891,0.016135752669323017,0.7,0.7,1.0,0.7,0.06747748278736211,10.37383095937158,2.381106028408731,0.774290846915672,0.46595750912547707,0.9738336984062966,1.5430832862839035,0.0384209379538373,0.024898810255643222,0.0037361901982010024,0.003476932584034337,0.9992715352590258,1.921734290580115,0.04048387103157844,0.02106632078639631,0.8070763198497257,0.8165880279241645,0.0033186170959695147
eb_q75,1,100,wsdcon_9.csv,WSD-con 9e-5,0.02145866287055983,0.015425683268715386,0.015428668529379208,0.7,0.7,1.0,0.7,0.05897773729219405,11.868885313995387,2.3811346152168964,0.5815254899829824,0.007405393304348196,0.8822121854532247,1.5430925491417864,0.0367377367020124,0.023807863450863418,0.005939693923425858,0.005527111516019917,0.9992715352590258,2.0019902495313793,0.05096617882441852,0.025457755768964686,0.8407715535011946,0.8484326064794452,0.0019159164953377308
eb_q75,1,400,wsdcon_9.csv,WSD-con 9e-5,0.02145866287055983,0.02833503625923264,0.02834051980687712,0.7,0.7,1.0,0.7,0.05897773729219405,11.868885313995387,2.3811346152168964,0.7339771420310921,0.08805942381317033,0.9345709422444535,1.5430925491417864,0.06748259272539518,0.0437320449527973,0.008240364793057512,0.006596053944401569,0.9992715352590258,2.0019902495313793,0.08929245319663193,0.04460184220054682,0.8407715535011946,0.836500603264993,0.003480470385204515
eb_q75,1,25,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.03,0.030966518761166042,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.020460631823060987,19.549738417616393,0.43334458822817123,0.630122474579084,0.3399336845553441,1.0,0.6582891372551816,0.013419173321417437,0.020384922919084385,0.0028371434424280502,0.002419133433035098,0.9961051643574522,0.3932061255012538,0.010705369892808222,0.027225847204595716,0.9073751840514894,0.6825337619256046,0.002136362907593865
eb_q75,1,100,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.01819461836141784,0.01824804267566827,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.017832874856520412,22.4304832069039,0.433344588295799,0.5677353309044975,0.30318795197160264,0.983920539872176,0.6582891373065478,0.007907690540491638,0.012012488270498736,0.0018185629731887422,0.0016775796996113938,0.9961051643574522,0.398009338773304,0.006687692865671116,0.016802854139762423,0.9184592343440658,0.5752302333069258,0.0014208151093458828
eb_q75,1,400,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.024994141820410785,0.025067531372228207,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.017832874856520412,22.4304832069039,0.433344588295799,0.6135896551001625,0.06569648964623309,0.9745164439064753,0.6582891373065478,0.010862879062090259,0.01650168360142893,0.0033252566833045887,0.0014712257020655672,0.9961051643574522,0.398009338773304,0.013457162801710902,0.033811173484488914,0.9184592343440658,0.6144426769436897,0.0015198920212759212
orth_ls,1,25,cosine_72000.csv,Cosine,0.030898198785299612,0.03,0.4814157232423704,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193750734399514,0.01136141324156027,1.865415004611606,0.09507465016576863,-0.038338926020639534,-1.723657766871502,1.0,0.30834177492803116,0.04577043147156886,0.14844057858281434,0.00295752667238241,0.0033523329863594025,8.414274335231301e-05,0.004346751313776964,0.0020651594821545142,0.47510412560502874,0.04571935112249301,0.46840680412403535,0.0033862990563067086
orth_ls,1,100,cosine_72000.csv,Cosine,0.030898198785299612,0.03,0.5358652541815775,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193750734399514,0.01136141324156027,1.865415004611606,0.09507465016576863,0.42486160576900356,-0.16542168679991298,0.999987037612911,0.30834177492803116,0.05094720157730417,0.16522964359660816,0.0038620886323853807,0.005447659472037359,8.414274335231301e-05,0.004346751313776964,0.0033336682243974266,0.7669332758539497,0.04571935112249301,0.5729106545194135,0.005126716649481007
orth_ls,1,400,cosine_72000.csv,Cosine,0.030898198785299612,0.03,0.3423761046470629,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193824707322208,0.011363254984441705,1.8651191701972967,0.09508274050125376,0.5519162762632617,0.26323285722447143,0.9545670409774167,0.30835489375272407,0.03255405831198679,0.10557334737191665,0.006097469982571264,0.00695246595891458,8.414356205870405e-05,0.004370677970576771,0.00460514749483391,1.0536460306239854,0.045967101363881484,0.528862418808836,0.006467963282035765
orth_ls,1,25,wsd_20000_24000.csv,WSD sharp,0.07351091520805572,0.02529301449118517,0.04769636075258369,0.8999424188010638,0.0005754806207201073,2842.3242127574717,0.19020175165830108,0.03115714868201178,6.104594281058583,0.9438286145394619,0.7998285798301223,0.4716764687439958,1.0,0.9715084222689281,0.04501719008768543,0.046337416182712206,0.003323870938767359,0.0015772934021270055,0.8876272844795522,0.43192582795134976,0.010924706225490643,0.02529301449118517,0.45763163067704465,0.6016673382652689,0.0023390129594739063
orth_ls,1,100,wsd_20000_24000.csv,WSD sharp,0.07351091520805572,0.03,0.07542027714846399,0.8999424188010638,0.0005754806207201073,2842.3242127574717,0.19020175165830108,0.030974943134163758,6.140503659182457,0.9438286145394619,0.9645067924639876,0.8341842773155973,1.0,0.9715084222689281,0.071183815689217,0.07327143445958952,0.004656444054153262,0.0012062006480936325,0.8876272844795522,0.4384022922436539,0.02712974086279213,0.061883209423809406,0.46449353779930785,0.9360821227133458,0.003361413337419274
orth_ls,1,400,wsd_20000_24000.csv,WSD sharp,0.07351091520805572,0.03,0.10121370162592605,0.8999424188010638,0.0005754806207201073,2842.3242127574717,0.19021940771026472,0.031238178436595314,6.089324577499179,0.9529421754440708,0.9630825252534042,0.8864955854076416,1.0,0.9761875718549539,0.09645080501215705,0.09880355762866455,0.007813071286942936,0.001953267821735734,0.8876316940905121,0.43891145615710875,0.04793304469329137,0.10920891678920701,0.4605856131329019,0.934979763039684,0.005729260010641329
orth_ls,1,25,wsdld_20000_24000.csv,WSD linear,0.07506249912819138,0.024827733836026555,0.0510121945505036,0.899775,0.0002250000000002901,3999.000000000001,0.24895816290543804,0.022420587773571067,11.103998049458134,0.5721837247862505,0.7421776614409937,0.31811865147097595,1.0,0.7564282681036256,0.029188347487428018,0.038587065976002644,0.002939418314843967,0.001547371771584771,0.7652294183995945,0.2927070704745747,0.0072672532376658085,0.024827733836026555,0.5115613356250577,0.5254334153626413,0.002005742468467004
orth_ls,1,100,wsdld_20000_24000.csv,WSD linear,0.07506249912819138,0.03,0.07879446245039477,0.899775,0.0002250000000002901,3999.000000000001,0.24895816290543804,0.02228947322518761,11.169315685043184,0.5721837247862505,0.9575628569010615,0.75809798956189,1.0,0.7564282681036256,0.04508490901739723,0.05960235876750827,0.003785289883168282,0.0012062006480936325,0.7652294183995945,0.29622496464417947,0.018459247900471952,0.062314963638006995,0.5177095254759992,0.9299104417726377,0.0024621074764939357
orth_ls,1,400,wsdld_20000_24000.csv,WSD linear,0.07506249912819138,0.03,0.1016427946242594,0.899775,0.0002250000000002901,3999.000000000001,0.25331762618423714,0.022663865639948686,11.177158839916714,0.5890891345460179,0.9545284127726327,0.8540846239539963,0.9999883258396075,0.7675214228580319,0.05987666591804361,0.07801302235327828,0.006381838618732896,0.001595459654683224,0.7655415869579296,0.30348158816958937,0.03325948076955259,0.10959307604178864,0.5151709145059479,0.9252860693250543,0.004438432136436074
orth_ls,1,25,wsdcon_3.csv,WSD-con 3e-5,0.02145866287055983,0.0243534540226885,0.017559440308880722,0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999,0.21316602486886502,4.22206118706609,10.70275226864739,0.8694804302664776,0.7094428624214087,0.9774041637917499,3.271506116247896,0.18793433960205158,0.05744581636839312,0.0062155954412196745,0.004347085353796467,0.9996571526506726,4.985555652352161,0.12141550035711314,0.0243534540226885,0.46581996174543183,0.9097692268597586,0.003738520979143609
orth_ls,1,100,wsdcon_3.csv,WSD-con 3e-5,0.02145866287055983,0.03,0.021317059698654564,0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999,0.1996725552957689,4.507379587880052,10.870281704891909,0.7749996484485983,0.5342233780131613,0.9243752052645625,3.297011025897837,0.23172244404437334,0.07028258086618652,0.008520945213934152,0.004449574768546803,0.9996571526506726,5.968479796963865,0.19414965549270707,0.0325291635554283,0.5490639487546946,0.9283057061674711,0.00383683200730102
orth_ls,1,400,wsdcon_3.csv,WSD-con 3e-5,0.02145866287055983,0.03,0.036467051200031186,0.8999999999999999,0.8999999999999999,1.0,0.8999999999999999,0.1996725552957689,4.507379587880052,10.870281704891909,0.8828684614369372,0.6973814731498871,0.9716350750803335,3.297011025897837,0.39640711949105556,0.12023226988848378,0.012714352258836817,0.005726123466806759,0.9996571526506726,5.968479796963865,0.2978964426069893,0.049911611120561666,0.5490639487546946,0.918697992830353,0.0058543125623353905
orth_ls,1,25,wsdcon_9.csv,WSD-con 9e-5,0.02145866287055983,0.02106632078639631,0.016135752669323017,0.7,0.7,1.0,0.7,0.06747748278736211,10.37383095937158,2.381106028408731,0.774290846915672,0.46595750912547707,0.9738336984062966,1.5430832862839035,0.0384209379538373,0.024898810255643222,0.0037361901982010024,0.003476932584034337,0.9992715352590258,1.921734290580115,0.04048387103157844,0.02106632078639631,0.8070763198497257,0.8165880279241645,0.0033186170959695147
orth_ls,1,100,wsdcon_9.csv,WSD-con 9e-5,0.02145866287055983,0.025457755768964686,0.015428668529379208,0.7,0.7,1.0,0.7,0.05897773729219405,11.868885313995387,2.3811346152168964,0.5815254899829824,0.007405393304348196,0.8822121854532247,1.5430925491417864,0.0367377367020124,0.023807863450863418,0.005939693923425858,0.005527111516019917,0.9992715352590258,2.0019902495313793,0.05096617882441852,0.025457755768964686,0.8407715535011946,0.8484326064794452,0.0019159164953377308
orth_ls,1,400,wsdcon_9.csv,WSD-con 9e-5,0.02145866287055983,0.03,0.02834051980687712,0.7,0.7,1.0,0.7,0.05897773729219405,11.868885313995387,2.3811346152168964,0.7339771420310921,0.08805942381317033,0.9345709422444535,1.5430925491417864,0.06748259272539518,0.0437320449527973,0.008240364793057512,0.006596053944401569,0.9992715352590258,2.0019902495313793,0.08929245319663193,0.04460184220054682,0.8407715535011946,0.836500603264993,0.003480470385204515
orth_ls,1,25,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.027225847204595716,0.030966518761166042,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.020460631823060987,19.549738417616393,0.43334458822817123,0.630122474579084,0.3399336845553441,1.0,0.6582891372551816,0.013419173321417437,0.020384922919084385,0.0028371434424280502,0.002419133433035098,0.9961051643574522,0.3932061255012538,0.010705369892808222,0.027225847204595716,0.9073751840514894,0.6825337619256046,0.002136362907593865
orth_ls,1,100,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.016802854139762423,0.01824804267566827,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.017832874856520412,22.4304832069039,0.433344588295799,0.5677353309044975,0.30318795197160264,0.983920539872176,0.6582891373065478,0.007907690540491638,0.012012488270498736,0.0018185629731887422,0.0016775796996113938,0.9961051643574522,0.398009338773304,0.006687692865671116,0.016802854139762423,0.9184592343440658,0.5752302333069258,0.0014208151093458828
orth_ls,1,400,wsdcon_18.csv,WSD-con 18e-5,0.03560141728027274,0.03,0.025067531372228207,0.3999999999999999,0.3999999999999999,1.0,0.3999999999999999,0.017832874856520412,22.4304832069039,0.433344588295799,0.6135896551001625,0.06569648964623309,0.9745164439064753,0.6582891373065478,0.010862879062090259,0.01650168360142893,0.0033252566833045887,0.0014712257020655672,0.9961051643574522,0.398009338773304,0.013457162801710902,0.033811173484488914,0.9184592343440658,0.6144426769436897,0.0015198920212759212
orth_map,1,25,cosine_72000.csv,Cosine,0.030898198785299612,0.03,0.4814157232423704,0.899999999544725,2.0242220699289173e-05,56610.171676919636,0.021193750734399514,0.01136141324156027,1.865415004611606,0.09507465016576863,-0.038338926020639534,-1.723657766871502,1.0,0.30834177492803116,0.04577043147156886,0.14844057858281434,0.00295752667238241,0.0033523329863594025,8.414274335231301e-05,0.004346751313776964,0.0020651594821545142,0.47510412560502874,0.04571935112249301,0.46840680412403535,0.0033862990563067086
