step,lr,train_loss,eval_loss
3000,0.0001,1.2305551767349243,1.1772977828979492
3004,0.0001,1.2337486267089843,1.1622768998146058
3008,0.0001,1.219487111568451,1.1701285362243652
3012,0.0001,1.2080135114192962,1.1578994989395142
3016,0.0001,1.202388849902153,1.1753531455993653
3020,0.0001,1.1990825835299492,1.1539908409118653
3024,0.0001,1.1996294590919019,1.1647672653198242
3028,0.0001,1.2032694041510343,1.1544584512710572
3032,0.0001,1.1970710533660578,1.1525895476341248
3036,0.0001,1.1979856888474758,1.1560513496398925
3040,0.0001,1.1978258609791161,1.1454263091087342
3044,0.0001,1.1921607303636874,1.161836075782776
3048,0.0001,1.1922987861649041,1.1570694208145142
3052,0.0001,1.1831885841383796,1.1480536460876465
3056,0.0001,1.1765905976498956,1.1443244338035583
3060,0.0001,1.1724230134670288,1.1517179965972901
3064,0.0001,1.1742439464495498,1.1425939679145813
3068,0.0001,1.1675512608080434,1.1558330178260803
3072,0.0001,1.172133500831365,1.1508168220520019
3076,0.0001,1.1767146725568527,1.148462462425232
3080,0.0001,1.1768934612673538,1.1592917084693908
3084,0.0001,1.1697922603966608,1.1474233508110045
3088,0.0001,1.1716007640971375,1.1518350124359131
3092,0.0001,1.1686951623273163,1.1438155770301819
3096,0.0001,1.16382030599525,1.1471935868263246
3100,0.0001,1.160334276734684,1.1416473150253297
3104,0.0001,1.1523268171360141,1.1527485013008119
3108,0.0001,1.1459282113501472,1.1316378951072692
3112,0.0001,1.143167579775069,1.1303305625915527
3116,0.0001,1.143448142354203,1.1443530559539794
3120,0.0001,1.145809139142495,1.1511539936065673
3124,0.0001,1.1503178286523177,1.1486659526824952
3128,0.0001,1.1436041004631419,1.1403448104858398
3132,0.0001,1.1385328120446352,1.1433337926864624
3136,0.0001,1.1388086092283858,1.1370688915252685
3140,0.0001,1.139666713340032,1.144497811794281
3144,0.0001,1.1355016801324023,1.138794755935669
3148,0.0001,1.14444350363909,1.1355491638183595
3152,0.0001,1.1399836584517253,1.1377631783485413
3156,0.0001,1.1343559185793006,1.1317009568214416
3160,0.0001,1.140115799915493,1.1445080161094665
3164,0.0001,1.1439392051801387,1.151768946647644
3168,0.0001,1.138179863843796,1.1313529133796691
3172,0.0001,1.1351521182240345,1.1279913425445556
3176,0.0001,1.1352541239423721,1.1415832877159118
3180,0.0001,1.1335606150057767,1.139240276813507
3184,0.0001,1.1324595307314564,1.1383654475212097
3188,0.0001,1.130095037371293,1.143346405029297
3192,0.0001,1.1357225232276695,1.1399648070335389
3196,0.0001,1.1350785779613297,1.1266113996505738
3200,0.0001,1.1414595622710622,1.1273599505424499
3204,0.0001,1.143054036399028,1.1423151969909668
3208,0.0001,1.1487346661987616,1.1421324253082275
3212,0.0001,1.1563357388588233,1.1316057920455933
3216,0.0001,1.1485784657847087,1.1484423637390138
3220,0.0001,1.158408517365265,1.1438392162323
3224,0.0001,1.1569024158042147,1.1383653283119202
3228,0.0001,1.1509729235638506,1.136565375328064
3232,0.0001,1.1555386909189218,1.1319605827331543
3236,0.0001,1.155213224441623,1.1387911796569825
3240,0.0001,1.155808330372705,1.1317136406898498
3244,0.0001,1.149676097150803,1.131590223312378
3248,0.0001,1.1527195209707266,1.1217238068580628
3252,0.0001,1.1537624449532133,1.140134084224701
3256,0.0001,1.1496704087556215,1.1417349219322204
3260,0.0001,1.1507127939970028,1.1326355457305908
3264,0.0001,1.1605312102416812,1.1468289256095887
3268,0.0001,1.1637313073914939,1.138651478290558
3272,0.0001,1.163941321317109,1.1330326557159425
3276,0.0001,1.1677945651505166,1.132574725151062
3280,0.0001,1.1722262917066013,1.1373864650726317
3284,0.0001,1.1674101786110753,1.1291979789733886
3288,0.0001,1.16023123588806,1.1490233063697814
3292,0.0001,1.1474771171210312,1.1242546677589416
3296,0.0001,1.1497647347508164,1.1357476592063904
3300,0.0001,1.1501543267779015,1.135547924041748
3304,0.0001,1.1459585557173904,1.1215874433517456
3308,0.0001,1.148034107368399,1.137547206878662
3312,0.0001,1.1461908325682963,1.1208181738853455
3316,0.0001,1.1446743880329326,1.1303121328353882
3320,0.0001,1.1490206904367624,1.131135928630829
3324,0.0001,1.148785977407338,1.1368770599365234
3328,0.0001,1.1495888252652064,1.1254859805107116
3332,0.0001,1.1494185703631976,1.1126873970031739
3336,0.0001,1.1482256332907146,1.1426709294319153
3340,0.0001,1.142803044307804,1.1207907915115356
3344,0.0001,1.1457367639439489,1.142413866519928
3348,0.0001,1.1446113616851437,1.1286697387695312
3352,0.0001,1.1367338088715793,1.1370646238327027
3356,0.0001,1.1411600578634191,1.1177035689353942
3360,0.0001,1.1360663356311542,1.1269262194633485
3364,0.0001,1.130068580680557,1.1352480888366698
3368,0.0001,1.1265285018445266,1.132480227947235
3372,0.0001,1.132701230349649,1.1283877968788147
3376,0.0001,1.127504020007708,1.1351616621017455
3380,0.0001,1.1292265794327185,1.1230607271194457
3384,0.0001,1.1245458371922665,1.1319877862930299
3388,0.0001,1.1221774560945,1.1305737495422363
3392,0.0001,1.116869665032932,1.143517553806305
3396,0.0001,1.1158584268507143,1.1267327666282654
3400,0.0001,1.1132447521343931,1.1196145057678222
3404,0.0001,1.1138427317549382,1.1306055426597594
3408,0.0001,1.1133040601381299,1.1214646577835083
3412,0.0001,1.1148152245016667,1.1244135618209838
3416,0.0001,1.1160003089545762,1.1405652046203614
3420,0.0001,1.1215320357953247,1.1238062143325807
3424,0.0001,1.125964802140719,1.1264151811599732
3428,0.0001,1.1234752908063468,1.1253807902336121
3432,0.0001,1.131872836474705,1.1308024168014525
3436,0.0001,1.136840984574671,1.1282742738723754
3440,0.0001,1.1451678681537947,1.1238526463508607
3444,0.0001,1.1398036725669005,1.1278257966041565
3448,0.0001,1.1327845198525994,1.1222619891166687
3452,0.0001,1.1395171590996394,1.1329136133193969
3456,0.0001,1.1472732998447963,1.1425000786781312
3460,0.0001,1.1533955792353168,1.1244922876358032
3464,0.0001,1.1517619544058098,1.1221495866775513
3468,0.0001,1.1557246315886724,1.1232248902320863
3472,0.0001,1.1512090207705035,1.1277161240577698
3476,0.0001,1.1491076089354575,1.121165120601654
3480,0.0001,1.1499879423450428,1.12961745262146
3484,0.0001,1.1450230416957434,1.1357831239700318
3488,0.0001,1.1452680829737094,1.1156839966773986
3492,0.0001,1.1563114646291888,1.1372322678565978
3496,0.0001,1.1492085149779458,1.1170761704444885
3500,0.0001,1.1519161424840574,1.1260134100914
3504,0.0001,1.1542094911758678,1.1181477189064026
3508,0.0001,1.1523771970532455,1.126719629764557
3512,0.0001,1.1530328413005577,1.1277211785316468
3516,0.0001,1.152988858832947,1.1183571577072144
