base_mae,corr_mae,delta_pct,final_lr_ratio,gate_mode,gate_sign,gate_tau,route,scale,shrink_gate,tail_config_id,test_curve,test_label,threshold,win
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,lr,nonpos,0.1,tail_gate,400,1,16,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,lr,nonpos,0.1,tail_gate,400,1,16,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,lr,nonpos,0.1,tail_gate,400,1,16,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,lr,nonpos,0.1,joint,25,0,17,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,lr,nonpos,0.1,joint,25,0,17,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,lr,nonpos,0.1,tail_gate,25,0,17,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,lr,nonpos,0.1,tail_gate,25,0,17,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,lr,nonpos,0.1,tail_gate,25,0,17,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,lr,nonpos,0.1,joint,100,0,17,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,lr,nonpos,0.1,joint,100,0,17,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,lr,nonpos,0.1,tail_gate,100,0,17,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,lr,nonpos,0.1,tail_gate,100,0,17,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,lr,nonpos,0.1,tail_gate,100,0,17,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,lr,nonpos,0.1,joint,400,0,17,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,lr,nonpos,0.1,joint,400,0,17,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,lr,nonpos,0.1,tail_gate,400,0,17,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,lr,nonpos,0.1,tail_gate,400,0,17,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,lr,nonpos,0.1,tail_gate,400,0,17,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,lr,nonpos,0.3,joint,25,1,20,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,lr,nonpos,0.3,joint,25,1,20,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,lr,nonpos,0.3,tail_gate,25,1,20,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,lr,nonpos,0.3,tail_gate,25,1,20,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,lr,nonpos,0.3,tail_gate,25,1,20,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,lr,nonpos,0.3,joint,100,1,20,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,lr,nonpos,0.3,joint,100,1,20,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,lr,nonpos,0.3,tail_gate,100,1,20,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,lr,nonpos,0.3,tail_gate,100,1,20,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,lr,nonpos,0.3,tail_gate,100,1,20,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,lr,nonpos,0.3,joint,400,1,20,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,lr,nonpos,0.3,joint,400,1,20,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,lr,nonpos,0.3,tail_gate,400,1,20,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,lr,nonpos,0.3,tail_gate,400,1,20,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,lr,nonpos,0.3,tail_gate,400,1,20,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,lr,nonpos,0.3,joint,25,0,21,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,lr,nonpos,0.3,joint,25,0,21,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,lr,nonpos,0.3,tail_gate,25,0,21,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,lr,nonpos,0.3,tail_gate,25,0,21,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,lr,nonpos,0.3,tail_gate,25,0,21,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,lr,nonpos,0.3,joint,100,0,21,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,lr,nonpos,0.3,joint,100,0,21,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,lr,nonpos,0.3,tail_gate,100,0,21,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,lr,nonpos,0.3,tail_gate,100,0,21,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,lr,nonpos,0.3,tail_gate,100,0,21,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,lr,nonpos,0.3,joint,400,0,21,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,lr,nonpos,0.3,joint,400,0,21,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,lr,nonpos,0.3,tail_gate,400,0,21,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,lr,nonpos,0.3,tail_gate,400,0,21,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,lr,nonpos,0.3,tail_gate,400,0,21,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.001,joint,25,1,24,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.001,joint,25,1,24,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.001,tail_gate,25,1,24,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.001,tail_gate,25,1,24,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.001,tail_gate,25,1,24,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.001,joint,100,1,24,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.001,joint,100,1,24,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.001,tail_gate,100,1,24,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.001,tail_gate,100,1,24,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.001,tail_gate,100,1,24,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.001,joint,400,1,24,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.001,joint,400,1,24,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.001,tail_gate,400,1,24,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.001,tail_gate,400,1,24,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.001,tail_gate,400,1,24,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.001,joint,25,0,25,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.001,joint,25,0,25,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.001,tail_gate,25,0,25,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.001,tail_gate,25,0,25,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.001,tail_gate,25,0,25,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.001,joint,100,0,25,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.001,joint,100,0,25,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.001,tail_gate,100,0,25,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.001,tail_gate,100,0,25,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.001,tail_gate,100,0,25,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.001,joint,400,0,25,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.001,joint,400,0,25,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.001,tail_gate,400,0,25,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.001,tail_gate,400,0,25,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.001,tail_gate,400,0,25,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.003,joint,25,1,28,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.003,joint,25,1,28,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.003,tail_gate,25,1,28,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.003,tail_gate,25,1,28,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.003,tail_gate,25,1,28,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.003,joint,100,1,28,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.003,joint,100,1,28,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.003,tail_gate,100,1,28,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.003,tail_gate,100,1,28,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.003,tail_gate,100,1,28,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.003,joint,400,1,28,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.003,joint,400,1,28,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.003,tail_gate,400,1,28,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.003,tail_gate,400,1,28,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.003,tail_gate,400,1,28,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.003,joint,25,0,29,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.003,joint,25,0,29,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.003,tail_gate,25,0,29,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.003,tail_gate,25,0,29,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.003,tail_gate,25,0,29,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.003,joint,100,0,29,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.003,joint,100,0,29,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.003,tail_gate,100,0,29,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.003,tail_gate,100,0,29,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.003,tail_gate,100,0,29,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.003,joint,400,0,29,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.003,joint,400,0,29,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.003,tail_gate,400,0,29,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.003,tail_gate,400,0,29,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.003,tail_gate,400,0,29,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.01,joint,25,1,32,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.01,joint,25,1,32,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.01,tail_gate,25,1,32,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.01,tail_gate,25,1,32,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.01,tail_gate,25,1,32,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.01,joint,100,1,32,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.01,joint,100,1,32,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.01,tail_gate,100,1,32,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.01,tail_gate,100,1,32,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.01,tail_gate,100,1,32,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.01,joint,400,1,32,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.01,joint,400,1,32,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.01,tail_gate,400,1,32,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.01,tail_gate,400,1,32,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.01,tail_gate,400,1,32,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.01,joint,25,0,33,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.01,joint,25,0,33,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.01,tail_gate,25,0,33,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.01,tail_gate,25,0,33,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.01,tail_gate,25,0,33,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.01,joint,100,0,33,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.01,joint,100,0,33,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.01,tail_gate,100,0,33,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.01,tail_gate,100,0,33,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.01,tail_gate,100,0,33,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.01,joint,400,0,33,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.01,joint,400,0,33,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.01,tail_gate,400,0,33,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.01,tail_gate,400,0,33,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.01,tail_gate,400,0,33,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.03,joint,25,1,36,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.03,joint,25,1,36,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.03,tail_gate,25,1,36,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.03,tail_gate,25,1,36,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.03,tail_gate,25,1,36,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.03,joint,100,1,36,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.03,joint,100,1,36,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.03,tail_gate,100,1,36,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.03,tail_gate,100,1,36,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.03,tail_gate,100,1,36,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.03,joint,400,1,36,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0038535563963712593,0.0017262912135956674,-55.20264825444758,,sqrt_lr,nonpos,0.03,joint,400,1,36,wsdld_20000_24000.csv,WSD linear,0.6,1
0.008173606778800102,0.0028069927467230422,-65.65784453928535,0.1,sqrt_lr,nonpos,0.03,tail_gate,400,1,36,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.006687305974578527,0.0054316807835115355,-18.77624854971779,0.3,sqrt_lr,nonpos,0.03,tail_gate,400,1,36,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0025579541942073844,0.002209451897308993,-13.624258702035885,0.6,sqrt_lr,nonpos,0.03,tail_gate,400,1,36,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.003408385839825258,0.002028763507484023,-40.477293275340145,,sqrt_lr,nonpos,0.03,joint,25,0,37,wsd_20000_24000.csv,WSD sharp,0.6,1
0.0031360955249893426,0.0020975123081057234,-33.11707850120887,,sqrt_lr,nonpos,0.03,joint,25,0,37,wsdld_20000_24000.csv,WSD linear,0.6,1
0.004487187642230267,0.0018449872239783378,-58.88321659173309,0.1,sqrt_lr,nonpos,0.03,tail_gate,25,0,37,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.002926482771138891,0.0022990736681175123,-21.439015777195625,0.3,sqrt_lr,nonpos,0.03,tail_gate,25,0,37,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.002504818961791151,0.0022020724852780276,-12.086561189900713,0.6,sqrt_lr,nonpos,0.03,tail_gate,25,0,37,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.0037480705220761528,0.0015664111728033144,-58.20753202008486,,sqrt_lr,nonpos,0.03,joint,100,0,37,wsd_20000_24000.csv,WSD sharp,0.6,1
0.003248313740665229,0.0016025684965202782,-50.664602484115804,,sqrt_lr,nonpos,0.03,joint,100,0,37,wsdld_20000_24000.csv,WSD linear,0.6,1
0.0056693997340904675,0.003022835817234358,-46.68155432650391,0.1,sqrt_lr,nonpos,0.03,tail_gate,100,0,37,wsdcon_3.csv,WSD-con 3e-5,0.6,1
0.004934623402238123,0.004401611696853236,-10.801466736917275,0.3,sqrt_lr,nonpos,0.03,tail_gate,100,0,37,wsdcon_9.csv,WSD-con 9e-5,0.6,1
0.0013816404339982303,0.0011986223907813713,-13.246430743723693,0.6,sqrt_lr,nonpos,0.03,tail_gate,100,0,37,wsdcon_18.csv,WSD-con 18e-5,0.6,1
0.004701998914275349,0.0016880716653619192,-64.09885037963525,,sqrt_lr,nonpos,0.03,joint,400,0,37,wsd_20000_24000.csv,WSD sharp,0.6,1
